Experiment8: ,"Depth, 3d, sequence 4, it: 1000"
0,-4
1,-7
2,-7
3,-7
4,-9
5,-9
6,-9
7,-9
8,-9
9,-9
10,-10
11,-10
12,-10
13,-10
14,-10
15,-10
16,-10
17,-10
18,-10
19,-10
20,-10
21,-10
22,-10
23,-10
24,-10
25,-10
26,-11
27,-11
28,-11
29,-11
30,-11
31,-11
32,-11
33,-11
34,-11
35,-11
36,-11
37,-11
38,-11
39,-11
40,-11
41,-11
42,-11
43,-11
44,-11
45,-11
46,-11
47,-11
48,-11
49,-11
50,-11
51,-11
52,-11
53,-11
54,-11
55,-11
56,-11
57,-11
58,-11
59,-11
60,-11
61,-11
62,-11
63,-11
64,-11
65,-11
66,-11
67,-11
68,-11
69,-11
70,-11
71,-11
72,-11
73,-11
74,-11
75,-11
76,-11
77,-11
78,-11
79,-11
80,-11
81,-11
82,-11
83,-11
84,-11
85,-11
86,-11
87,-11
88,-11
89,-11
90,-11
91,-11
92,-11
93,-11
94,-11
95,-11
96,-11
97,-11
98,-11
99,-11
100,-12
101,-12
102,-12
103,-12
104,-12
105,-12
106,-12
107,-12
108,-12
109,-12
110,-12
111,-12
112,-12
113,-12
114,-12
115,-12
116,-12
117,-12
118,-12
119,-12
120,-12
121,-12
122,-12
123,-12
124,-12
125,-12
126,-12
127,-12
128,-12
129,-12
130,-12
131,-12
132,-12
133,-12
134,-12
135,-12
136,-12
137,-12
138,-12
139,-12
140,-12
141,-12
142,-12
143,-12
144,-12
145,-12
146,-12
147,-12
148,-12
149,-12
150,-12
151,-12
152,-12
153,-12
154,-12
155,-12
156,-12
157,-12
158,-14
159,-14
160,-14
161,-14
162,-14
163,-14
164,-14
165,-14
166,-14
167,-14
168,-14
169,-14
170,-14
171,-14
172,-14
173,-14
174,-14
175,-14
176,-14
177,-14
178,-14
179,-14
180,-14
181,-14
182,-14
183,-14
184,-14
185,-14
186,-14
187,-14
188,-14
189,-14
190,-14
191,-14
192,-14
193,-14
194,-14
195,-14
196,-14
197,-14
198,-14
199,-14
200,-14
201,-14
202,-14
203,-14
204,-14
205,-14
206,-14
207,-14
208,-14
209,-14
210,-14
211,-14
212,-14
213,-14
214,-14
215,-14
216,-14
217,-14
218,-14
219,-14
220,-14
221,-14
222,-14
223,-14
224,-14
225,-14
226,-14
227,-14
228,-14
229,-14
230,-14
231,-14
232,-14
233,-14
234,-14
235,-14
236,-14
237,-14
238,-14
239,-14
240,-14
241,-14
242,-14
243,-14
244,-14
245,-14
246,-14
247,-14
248,-14
249,-14
250,-14
251,-14
252,-14
253,-14
254,-14
255,-14
256,-14
257,-14
258,-14
259,-14
260,-14
261,-14
262,-14
263,-14
264,-14
265,-14
266,-14
267,-14
268,-14
269,-14
270,-14
271,-15
272,-15
273,-15
274,-15
275,-15
276,-15
277,-15
278,-15
279,-15
280,-15
281,-15
282,-15
283,-15
284,-15
285,-15
286,-15
287,-15
288,-15
289,-15
290,-15
291,-15
292,-15
293,-15
294,-15
295,-15
296,-15
297,-15
298,-15
299,-15
300,-15
301,-15
302,-15
303,-15
304,-15
305,-15
306,-15
307,-15
308,-15
309,-15
310,-15
311,-15
312,-15
313,-15
314,-15
315,-15
316,-15
317,-15
318,-15
319,-15
320,-15
321,-15
322,-15
323,-15
