iterations,mean
0,-9
475,-23,8
476,-23,8
477,-23,8
478,-23,8
479,-23,8
480,-23,8
481,-23,8
482,-23,8
483,-23,8
484,-23,8
485,-23,8
486,-23,8
487,-23,8
488,-23,8
489,-23,8
490,-23,8
491,-23,8
492,-23,8
493,-23,8
494,-23,8
495,-23,8
496,-23,8
497,-23,8
498,-23,8
499,-23,8
500,-23,8
501,-23,8
502,-23,8
503,-23,8
504,-23,8
505,-23,8
506,-23,8
507,-23,8
508,-23,8
509,-23,8
510,-23,8
511,-23,8
512,-23,8
513,-23,8
514,-23,8
515,-23,8
516,-23,8
517,-23,8
518,-23,8
519,-23,8
520,-23,8
521,-23,8
522,-23,8
523,-23,8
524,-23,8
525,-23,8
526,-23,8
527,-23,8
528,-23,8
529,-23,8
530,-23,8
531,-23,8
532,-23,8
533,-23,8
534,-23,8
535,-23,8
536,-23,8
537,-23,8
538,-23,8
539,-23,8
540,-23,8
541,-23,8
542,-23,8
543,-23,8
544,-23,8
545,-23,8
546,-23,8
547,-23,8
548,-23,8
549,-23,8
550,-23,8
551,-23,8
552,-23,8
553,-23,8
554,-23,8
555,-23,8
556,-23,8
557,-23,8
558,-23,8
559,-23,8
560,-23,8
561,-23,8
562,-23,8
563,-23,8
564,-23,8
565,-24
566,-24
567,-24
568,-24
569,-24
570,-24
571,-24
572,-24
573,-24
574,-24
575,-24
576,-24
577,-24
578,-24,8
579,-24,8
580,-24,8
581,-24,8
582,-24,8
583,-24,8
584,-24,8
585,-24,8
586,-24,8
587,-24,8
588,-24,8
589,-24,8
590,-24,8
591,-24,8
592,-24,8
593,-24,8
594,-24,8
595,-24,8
596,-24,8
597,-24,8
598,-24,8
599,-24,8
600,-24,8
601,-24,8
602,-24,8
603,-24,8
604,-24,8
605,-24,8
606,-24,8
607,-24,8
608,-24,8
609,-24,8
610,-24,8
611,-24,8
612,-24,8
613,-24,8
614,-24,8
615,-24,8
616,-24,8
617,-24,8
618,-24,8
619,-24,8
620,-24,8
621,-24,8
622,-24,8
623,-24,8
624,-24,8
625,-24,8
626,-24,8
627,-24,8
628,-24,8
629,-24,8
630,-24,8
631,-24,8
632,-24,8
633,-24,8
634,-24,8
635,-24,8
636,-24,8
637,-24,8
638,-24,8
639,-24,8
640,-24,8
641,-24,8
642,-24,8
643,-24,8
644,-24,8
645,-24,8
646,-24,8
647,-24,8
648,-24,8
649,-24,8
650,-24,8
651,-24,8
652,-24,8
653,-24,8
654,-25,2
655,-25,2
656,-25,2
657,-25,2
658,-25,2
659,-25,2
660,-25,2
661,-25,2
662,-25,2
663,-25,2
664,-25,2
665,-25,2
666,-25,2
667,-25,2
668,-25,2
669,-25,2
670,-25,2
671,-25,2
672,-25,2
673,-25,2
674,-25,2
675,-25,2
676,-25,2
677,-25,2
678,-25,2
679,-25,2
680,-25,2
681,-25,2
682,-25,2
683,-25,2
684,-25,2
685,-25,2
686,-25,2
687,-25,2
688,-25,2
689,-25,2
690,-25,2
691,-25,2
692,-25,2
693,-25,2
694,-25,2
695,-25,2
696,-25,2
697,-25,2
698,-25,2
699,-25,2
700,-25,2
701,-25,2
702,-25,2
703,-25,2
704,-25,2
705,-25,2
706,-25,2
707,-25,2
708,-25,2
709,-25,2
710,-25,2
711,-25,2
712,-25,2
713,-25,2
714,-25,2
715,-25,2
716,-25,2
717,-25,2
718,-25,2
719,-25,2
720,-25,2
721,-25,2
722,-25,2
723,-25,2
724,-25,2
725,-25,2
726,-25,2
727,-25,2
728,-25,2
729,-25,2
730,-25,2
731,-25,2
732,-25,2
733,-25,2
734,-25,2
735,-25,2
736,-25,2
737,-25,2
738,-25,2
739,-25,2
740,-25,2
741,-25,2
742,-25,2
743,-25,2
744,-25,2
745,-25,2
746,-25,2
747,-25,2
748,-25,2
749,-25,2
750,-25,2
751,-25,2
752,-25,2
753,-25,2
754,-25,2
755,-25,2
756,-25,2
757,-25,2
758,-25,2
759,-25,2
760,-25,2
761,-25,2
762,-25,2
763,-25,2
764,-25,2
765,-25,2
766,-25,2
767,-25,2
768,-25,2
769,-25,2
770,-25,2
771,-25,2
772,-25,2
773,-25,2
774,-25,2
775,-25,2
776,-25,2
777,-25,2
778,-25,2
779,-25,2
780,-25,2
781,-25,2
782,-25,2
783,-25,2
784,-25,2
785,-25,2
786,-25,2
787,-25,2
788,-25,2
789,-25,2
790,-25,2
791,-25,2
792,-25,2
793,-25,2
794,-25,2
795,-25,2
796,-25,2
797,-25,2
798,-25,2
799,-25,2
800,-25,2
801,-25,2
802,-25,2
803,-25,2
804,-25,2
805,-25,2
806,-25,2
807,-25,2
808,-25,2
809,-25,2
810,-25,2
811,-25,2
812,-25,2
813,-25,2
814,-25,2
815,-25,2
816,-25,2
817,-25,2
818,-25,2
819,-25,2
820,-25,2
821,-25,2
822,-25,2
823,-25,4
824,-25,4
825,-25,4
826,-25,4
827,-25,8
828,-25,8
829,-25,8
830,-25,8
831,-25,8
832,-25,8
833,-25,8
834,-25,8
835,-25,8
836,-25,8
837,-25,8
838,-25,8
839,-25,8
840,-25,8
841,-25,8
842,-25,8
843,-25,8
844,-25,8
845,-25,8
846,-25,8
847,-25,8
848,-25,8
849,-25,8
850,-25,8
851,-25,8
852,-25,8
853,-25,8
854,-25,8
855,-25,8
856,-25,8
857,-25,8
858,-25,8
859,-25,8
860,-25,8
861,-25,8
862,-25,8
863,-25,8
864,-25,8
865,-25,8
866,-25,8
867,-25,8
868,-25,8
869,-25,8
870,-25,8
871,-25,8
872,-25,8
873,-25,8
874,-25,8
875,-25,8
876,-25,8
877,-25,8
878,-25,8
879,-25,8
880,-25,8
881,-25,8
882,-25,8
883,-25,8
884,-25,8
885,-25,8
886,-25,8
887,-25,8
888,-25,8
889,-25,8
890,-25,8
891,-25,8
892,-25,8
893,-25,8
894,-25,8
895,-25,8
896,-25,8
897,-25,8
898,-25,8
899,-25,8
900,-25,8
901,-25,8
902,-25,8
903,-25,8
904,-25,8
905,-25,8
906,-25,8
907,-25,8
908,-25,8
909,-25,8
910,-25,8
911,-25,8
912,-25,8
913,-25,8
914,-25,8
915,-25,8
916,-25,8
917,-25,8
918,-25,8
919,-25,8
920,-25,8
921,-25,8
922,-25,8
923,-25,8
924,-25,8
925,-25,8
926,-25,8
927,-25,8
928,-25,8
929,-25,8
930,-25,8
931,-25,8
932,-25,8
933,-25,8
934,-25,8
935,-25,8
936,-25,8
937,-25,8
938,-25,8
939,-25,8
940,-25,8
941,-25,8
942,-25,8
943,-25,8
944,-25,8
945,-25,8
946,-25,8
947,-25,8
948,-25,8
949,-25,8
950,-25,8
951,-25,8
952,-25,8
953,-25,8
954,-25,8
955,-25,8
956,-25,8
957,-25,8
958,-25,8
959,-25,8
960,-25,8
961,-25,8
962,-25,8
963,-25,8
964,-25,8
965,-25,8
966,-25,8
967,-25,8
968,-25,8
969,-25,8
970,-25,8
971,-25,8
972,-25,8
973,-25,8
974,-25,8
975,-25,8
976,-25,8
977,-25,8
978,-25,8
979,-25,8
980,-25,8
981,-25,8
982,-25,8
983,-25,8
984,-25,8
985,-25,8
986,-25,8
987,-25,8
988,-25,8
989,-25,8
990,-25,8
991,-25,8
992,-25,8
993,-25,8
994,-25,8
995,-25,8
996,-25,8
997,-25,8
998,-25,8
999,-25,8
1000,-25,8
