Experiment8: ,"Depth, 3d, sequence 4, it: 1000"
0,-4
1,-5
2,-8
3,-8
4,-9
5,-9
6,-9
7,-10
8,-10
9,-10
10,-10
11,-10
12,-10
13,-10
14,-10
15,-10
16,-10
17,-10
18,-10
19,-10
20,-10
21,-10
22,-10
23,-10
24,-10
25,-10
26,-10
27,-10
28,-10
29,-10
30,-10
31,-10
32,-10
33,-10
34,-10
35,-10
36,-10
37,-10
38,-10
39,-10
40,-10
41,-10
42,-11
43,-11
44,-11
45,-11
46,-11
47,-11
48,-12
49,-12
50,-12
51,-12
52,-12
53,-12
54,-12
55,-12
56,-12
57,-12
58,-12
59,-12
60,-12
61,-12
62,-20
63,-20
64,-20
65,-20
66,-20
67,-20
68,-20
69,-20
70,-20
71,-20
72,-20
73,-20
74,-20
75,-20
76,-20
77,-20
78,-20
79,-20
80,-20
81,-20
82,-20
83,-20
84,-20
85,-20
86,-20
87,-20
88,-20
89,-20
90,-20
91,-20
92,-20
93,-20
94,-20
95,-20
96,-20
97,-20
98,-20
99,-20
100,-20
101,-20
102,-20
103,-20
104,-20
105,-20
106,-20
107,-20
108,-20
109,-20
110,-20
111,-20
112,-20
113,-20
114,-20
115,-20
116,-20
117,-20
118,-20
119,-20
120,-21
121,-21
122,-21
123,-21
124,-21
125,-21
126,-21
127,-21
128,-21
129,-21
130,-21
131,-21
132,-21
133,-21
134,-21
135,-21
136,-21
137,-21
138,-21
139,-21
140,-21
141,-21
142,-21
143,-21
144,-21
145,-21
146,-21
147,-21
148,-21
149,-21
150,-21
151,-21
152,-21
153,-21
154,-21
155,-21
156,-21
157,-21
158,-21
159,-21
160,-21
161,-21
162,-21
163,-21
164,-21
165,-21
166,-21
167,-21
168,-21
169,-21
170,-21
171,-21
172,-21
173,-21
174,-21
175,-21
176,-21
177,-21
178,-21
179,-21
180,-21
181,-21
182,-21
183,-21
184,-21
185,-21
186,-21
187,-21
188,-21
189,-21
190,-21
191,-21
192,-21
193,-21
194,-21
195,-21
196,-21
197,-21
198,-21
199,-21
200,-21
201,-21
202,-21
203,-21
204,-21
205,-21
206,-21
207,-21
208,-21
209,-21
210,-21
211,-21
212,-21
213,-21
214,-21
215,-21
216,-21
217,-21
218,-21
219,-21
220,-21
221,-21
222,-21
223,-21
224,-21
225,-21
226,-21
227,-21
228,-21
229,-21
230,-21
231,-21
232,-21
233,-21
234,-21
235,-21
236,-21
237,-21
238,-21
239,-21
240,-21
241,-21
242,-21
243,-21
244,-21
245,-21
246,-21
247,-21
248,-21
249,-21
250,-21
251,-21
252,-21
253,-21
254,-21
255,-21
256,-21
257,-21
258,-21
259,-21
260,-21
261,-21
262,-21
263,-21
264,-21
265,-21
266,-21
267,-21
268,-21
269,-21
270,-21
271,-21
272,-21
273,-21
274,-21
275,-21
276,-21
277,-21
278,-21
279,-21
280,-21
281,-21
282,-21
283,-21
284,-21
285,-21
286,-21
287,-21
288,-21
289,-21
290,-21
291,-21
292,-21
293,-21
294,-21
295,-21
296,-21
297,-21
298,-21
299,-21
300,-21
301,-21
302,-21
303,-21
304,-21
305,-21
306,-21
307,-21
308,-21
309,-21
310,-21
311,-21
312,-21
313,-21
314,-21
315,-21
316,-21
317,-21
318,-21
319,-21
320,-21
321,-21
322,-21
323,-21
324,-21
325,-21
326,-21
327,-21
328,-21
329,-21
330,-21
331,-21
332,-21
333,-21
334,-21
335,-21
336,-21
337,-21
338,-21
339,-21
340,-21
341,-21
342,-21
343,-21
344,-21
345,-21
346,-21
347,-21
348,-21
349,-21
350,-21
351,-21
352,-21
353,-21
354,-21
355,-21
356,-21
357,-21
358,-21
359,-21
360,-21
361,-21
362,-21
363,-21
364,-21
365,-21
366,-21
367,-21
368,-21
369,-21
370,-21
371,-21
372,-21
373,-21
374,-21
375,-21
376,-21
377,-21
378,-21
379,-21
380,-21
381,-21
382,-21
383,-21
384,-21
385,-21
386,-21
387,-21
388,-21
389,-21
390,-21
391,-21
392,-21
393,-21
394,-21
395,-21
396,-21
397,-21
398,-21
399,-21
400,-21
401,-21
402,-21
403,-21
404,-21
405,-21
406,-21
407,-21
408,-21
409,-21
410,-21
411,-21
412,-21
413,-21
414,-21
415,-21
416,-21
417,-21
418,-21
419,-21
420,-21
421,-21
422,-21
423,-21
424,-21
425,-21
426,-21
427,-21
428,-21
429,-21
430,-21
431,-21
432,-21
433,-21
434,-21
435,-21
436,-21
437,-21
438,-21
439,-21
440,-21
441,-21
442,-21
443,-21
444,-21
445,-21
446,-21
447,-21
448,-21
449,-21
450,-21
451,-21
452,-21
453,-21
454,-21
455,-21
456,-21
457,-21
458,-21
459,-21
460,-21
461,-21
462,-21
463,-21
464,-21
465,-21
466,-21
467,-21
468,-21
469,-21
470,-21
471,-21
472,-21
473,-21
474,-21
475,-21
476,-21
477,-21
478,-21
479,-21
480,-21
481,-21
482,-21
483,-21
484,-21
485,-21
486,-21
487,-21
488,-21
489,-21
490,-21
491,-21
492,-21
493,-21
494,-21
495,-21
496,-21
497,-21
498,-21
499,-21
500,-21
501,-21
502,-21
503,-21
504,-21
505,-21
506,-21
507,-21
508,-21
509,-21
510,-21
511,-21
512,-21
513,-21
514,-21
515,-21
516,-21
517,-21
518,-21
519,-21
520,-21
521,-21
522,-21
523,-21
524,-21
525,-21
526,-21
527,-21
528,-21
529,-21
530,-21
531,-21
532,-21
533,-21
534,-21
535,-21
536,-21
537,-21
538,-21
539,-21
540,-21
541,-21
542,-21
543,-21
544,-21
545,-21
546,-21
547,-21
548,-21
549,-21
550,-21
551,-21
552,-21
553,-21
554,-21
555,-21
556,-21
557,-21
558,-21
559,-21
560,-21
561,-21
562,-21
563,-21
564,-21
565,-21
566,-21
567,-21
568,-21
569,-21
570,-21
571,-21
572,-21
573,-21
574,-21
575,-21
576,-21
577,-21
578,-21
579,-21
580,-21
581,-21
582,-21
583,-21
584,-21
585,-21
586,-21
587,-21
588,-21
589,-21
590,-21
591,-21
592,-21
593,-21
594,-21
595,-21
596,-21
597,-21
598,-21
599,-21
600,-21
601,-21
602,-21
603,-21
604,-21
605,-21
606,-21
607,-21
608,-21
609,-21
610,-21
611,-21
612,-21
613,-21
614,-21
615,-21
616,-21
617,-21
618,-21
619,-21
620,-21
621,-21
622,-21
623,-21
624,-21
625,-21
626,-21
627,-21
628,-21
629,-21
630,-21
631,-21
632,-21
633,-21
634,-21
635,-21
636,-21
637,-21
638,-21
639,-21
640,-21
641,-21
642,-21
643,-21
644,-21
645,-21
646,-21
647,-21
648,-21
649,-21
650,-21
651,-21
652,-21
653,-21
654,-21
655,-21
656,-21
657,-21
658,-21
659,-21
660,-21
661,-21
662,-21
663,-21
664,-21
665,-21
666,-21
667,-21
668,-21
669,-21
670,-21
671,-21
672,-21
673,-21
674,-21
675,-21
676,-21
677,-21
678,-21
679,-21
680,-21
681,-21
682,-21
683,-21
684,-21
685,-21
686,-21
687,-21
688,-21
689,-21
690,-21
691,-21
692,-21
693,-21
694,-21
695,-21
696,-21
697,-21
698,-21
699,-21
700,-21
701,-21
702,-21
703,-21
704,-21
705,-21
706,-21
707,-21
708,-21
709,-21
710,-21
711,-21
712,-21
713,-21
714,-21
715,-21
716,-21
717,-21
718,-21
719,-21
720,-21
721,-21
722,-21
723,-21
724,-21
725,-21
726,-21
727,-21
728,-21
729,-21
730,-21
731,-21
732,-21
733,-21
734,-21
735,-21
736,-21
737,-21
738,-21
739,-21
740,-21
741,-21
742,-21
743,-21
744,-21
745,-21
746,-21
747,-21
748,-21
749,-21
750,-21
751,-21
752,-21
753,-21
754,-21
755,-21
756,-21
757,-21
758,-21
759,-21
760,-21
761,-21
762,-21
763,-21
764,-21
765,-21
766,-21
767,-21
768,-21
769,-21
770,-21
771,-21
772,-21
773,-21
774,-21
775,-21
776,-21
777,-21
778,-21
779,-21
780,-21
781,-21
782,-21
783,-21
784,-21
785,-21
786,-21
787,-21
788,-21
789,-21
790,-21
791,-21
792,-21
793,-21
794,-21
795,-21
796,-21
797,-21
798,-21
799,-21
800,-21
801,-21
802,-21
803,-21
804,-21
805,-21
806,-21
807,-21
808,-21
809,-21
810,-21
811,-21
812,-21
813,-21
814,-21
815,-21
816,-21
817,-21
818,-21
819,-21
820,-21
821,-21
822,-21
823,-21
824,-21
825,-21
826,-21
827,-21
828,-21
829,-21
830,-21
831,-21
832,-21
833,-21
834,-21
835,-21
836,-21
837,-21
838,-21
